text,start,destination,start_surface,destination_surface,source_type,context_type,split
강동약 에서 녹사평에 까지 지금 지하철 탈 수 있어,강동역,녹사평역,강동약,녹사평에,all_noisy_station_surface,subway_availability_check,train
용산에 에서 마포구청 까지 가고 싶어요,용산역,마포구청역,용산에,마포구청,all_noisy_station_surface,route_search,train
마포구청 역 에서 서울에 까지 지하철 없으면 버스로 갈 수 있어요,마포구청역,서울역,마포구청 역,서울에,all_noisy_station_surface,alternative_route,train
무악재약 에서 아현역이 까지 지금 지하철 탈 수 있어,무악재역,아현역,무악재약,아현역이,all_noisy_station_surface,subway_availability_check,train
선릉력 에서 잠실새내역이 까지 가는 길 알려줘,선릉역,잠실새내역,선릉력,잠실새내역이,all_noisy_station_surface,route_search,train
신촌 역 에서 애오개력 까지 택시 말고 가는 방법 있어,신촌역,애오개역,신촌 역,애오개력,all_noisy_station_surface,alternative_route,train
문정약 에서 제기 동역 까지 다른 방법 알려줘,문정역,제기동역,문정약,제기 동역,all_noisy_station_surface,alternative_route,train
지금 도곡력 에서 대림력 까지 막차 탈 수 있어,도곡역,대림역,도곡력,대림력,all_noisy_station_surface,last_train_check,train
홍대입고역 에서 숙대 입국역 까지 환승 적은 경로 알려줘,홍대입구역,숙대입구역,홍대입고역,숙대 입국역,all_noisy_station_surface,route_search,train
충무로 에서 잠실 역 까지 택시 말고 가는 방법 있어,충무로역,잠실역,충무로,잠실 역,all_noisy_station_surface,alternative_route,train
오목교역이 에서 월드컵경기장 역 까지 다른 방법 알려줘,오목교역,월드컵경기장역,오목교역이,월드컵경기장 역,all_noisy_station_surface,alternative_route,train
송파에 까지 가야 하는데 둔촌동약 에서 어떻게 가요,둔촌동역,송파역,둔촌동약,송파에,all_noisy_station_surface,route_search,train
봉은사 에서 출발해서 신도림역이 까지 가고 싶어요,봉은사역,신도림역,봉은사,신도림역이,all_noisy_station_surface,route_search,train
구로 디지털단지역 방향 막차 발산 여기 에서 탈 수 있나요,발산역,구로디지털단지역,발산 여기,구로 디지털단지역,all_noisy_station_surface,last_train_check,train
을지로입구력 방향 막차 사울약 에서 탈 수 있나요,서울역,을지로입구역,사울약,을지로입구력,all_noisy_station_surface,last_train_check,train
홍대 이꾸역 에서 상봉 여기 까지 지하철 운행 중이야,홍대입구역,상봉역,홍대 이꾸역,상봉 여기,all_noisy_station_surface,subway_availability_check,train
가락시장 에서 제기동 역 까지 지하철 없으면 버스로 갈 수 있어요,가락시장역,제기동역,가락시장,제기동 역,all_noisy_station_surface,alternative_route,train
방이 역 부터 동대문역사문화공원 여기 까지 대중교통 알려줘,방이역,동대문역사문화공원역,방이 역,동대문역사문화공원 여기,all_noisy_station_surface,route_search,train
서울 녁 부터 을지로입구에 까지 대중교통 알려줘,서울역,을지로입구역,서울 녁,을지로입구에,all_noisy_station_surface,route_search,train
우장산역이 에서 석촌에 까지 막차 남았어,우장산역,석촌역,우장산역이,석촌에,all_noisy_station_surface,last_train_check,train
구파발 역 에서 출발해서 구의력 까지 가고 싶어요,구파발역,구의역,구파발 역,구의력,all_noisy_station_surface,route_search,train
명동에 에서 목동 역 까지 환승 적은 경로 알려줘,명동역,목동역,명동에,목동 역,all_noisy_station_surface,route_search,train
숙대 입고 여기 에서 서울력 까지 지하철 없으면 버스로 갈 수 있어요,숙대입구역,서울역,숙대 입고 여기,서울력,all_noisy_station_surface,alternative_route,train
노량진력 에서 월드컵경기장 여기 까지 지하철 운행 중이야,노량진역,월드컵경기장역,노량진력,월드컵경기장 여기,all_noisy_station_surface,subway_availability_check,train
상봉에 부터 신촌력 까지 대중교통 알려줘,상봉역,신촌역,상봉에,신촌력,all_noisy_station_surface,route_search,train
동대 문역사문화공원 에서 명동역이 까지 지금 지하철 탈 수 있어,동대문역사문화공원역,명동역,동대 문역사문화공원,명동역이,all_noisy_station_surface,subway_availability_check,train
지금 압구정로데오 에서 이대약 까지 막차 탈 수 있어,압구정로데오역,이대역,압구정로데오,이대약,all_noisy_station_surface,last_train_check,train
연신 내 부터 구로디지털단지에 까지 대중교통 알려줘,연신내역,구로디지털단지역,연신 내,구로디지털단지에,all_noisy_station_surface,route_search,train
아현에 에서 동대 문 까지 막차 끊겼나요,아현역,동대문역,아현에,동대 문,all_noisy_station_surface,last_train_check,train
성신여대입구역이 에서 신설동약 까지 다른 방법 알려줘,성신여대입구역,신설동역,성신여대입구역이,신설동약,all_noisy_station_surface,alternative_route,train
신설동 여기 출발 상봉에 도착 경로 알려줘,신설동역,상봉역,신설동 여기,상봉에,all_noisy_station_surface,route_search,train
홍대입구역이 에서 숙대 입구역 까지 어떻게 가나요,홍대입구역,숙대입구역,홍대입구역이,숙대 입구역,all_noisy_station_surface,route_search,train
공덕에 에서 장지력 까지 지금 지하철 탈 수 있어,공덕역,장지역,공덕에,장지력,all_noisy_station_surface,subway_availability_check,train
양재 에서 노량진 역 까지 가고 싶어요,양재역,노량진역,양재,노량진 역,all_noisy_station_surface,route_search,train
가락시장약 에서 봉은사 여기 까지 지하철 없으면 버스로 갈 수 있어요,가락시장역,봉은사역,가락시장약,봉은사 여기,all_noisy_station_surface,alternative_route,train
잠실 역 에서 독립문력 까지 지금 지하철 탈 수 있어,잠실역,독립문역,잠실 역,독립문력,all_noisy_station_surface,subway_availability_check,train
홍대입국역 에서 출발해서 망원 역 까지 가고 싶어요,홍대입구역,망원역,홍대입국역,망원 역,all_noisy_station_surface,route_search,train
숙대입구역이 에서 서월역 까지 택시 말고 가는 방법 있어,숙대입구역,서울역,숙대입구역이,서월역,all_noisy_station_surface,alternative_route,train
사울역 에서 숙대 입국역 까지 다른 방법 알려줘,서울역,숙대입구역,사울역,숙대 입국역,all_noisy_station_surface,alternative_route,train
아현역이 방향 막차 합정 여기 에서 탈 수 있나요,합정역,아현역,합정 여기,아현역이,all_noisy_station_surface,last_train_check,train
서울 여기 에서 이태원 까지 제일 쉬운 길 알려줘,서울역,이태원역,서울 여기,이태원,all_noisy_station_surface,route_search,train
가락시장 역 에서 신도림약 까지 환승 적은 경로 알려줘,가락시장역,신도림역,가락시장 역,신도림약,all_noisy_station_surface,route_search,train
종합운동장 여기 부터 발산력 까지 대중교통 알려줘,종합운동장역,발산역,종합운동장 여기,발산력,all_noisy_station_surface,route_search,train
사당에 에서 올림픽공원약 까지 환승 적은 경로 알려줘,사당역,올림픽공원역,사당에,올림픽공원약,all_noisy_station_surface,route_search,train
지금 연신내 역 에서 삼성에 까지 막차 탈 수 있어,연신내역,삼성역,연신내 역,삼성에,all_noisy_station_surface,last_train_check,train
서을역 에서 숙대입구역이 까지 환승 적은 경로 알려줘,서울역,숙대입구역,서을역,숙대입구역이,all_noisy_station_surface,route_search,train
동대문역사공원 에서 복정 까지 어떻게 가나요,동대문역사문화공원역,복정역,동대문역사공원,복정,all_noisy_station_surface,route_search,train
사울약 에서 홍대 입고 까지 가는 길 알려줘,서울역,홍대입구역,사울약,홍대 입고,all_noisy_station_surface,route_search,train
뚝섬력 부터 가산디지털단지 여기 까지 대중교통 알려줘,뚝섬역,가산디지털단지역,뚝섬력,가산디지털단지 여기,all_noisy_station_surface,route_search,train
강남에 에서 복정역이 까지 막차 끊겼나요,강남역,복정역,강남에,복정역이,all_noisy_station_surface,last_train_check,train
무악재약 방향 막차 망원역이 에서 탈 수 있나요,망원역,무악재역,망원역이,무악재약,all_noisy_station_surface,last_train_check,train
서울 에서 홍대 입구 까지 지하철 없으면 버스로 갈 수 있어요,서울역,홍대입구역,서울,홍대 입구,all_noisy_station_surface,alternative_route,train
홍대입구 여기 에서 서울 역 까지 제일 쉬운 길 알려줘,홍대입구역,서울역,홍대입구 여기,서울 역,all_noisy_station_surface,route_search,train
가락 시장 에서 무악재역이 까지 지하철 없으면 버스로 갈 수 있어요,가락시장역,무악재역,가락 시장,무악재역이,all_noisy_station_surface,alternative_route,train
강남 여기 에서 숙대 입구역 까지 제일 쉬운 길 알려줘,강남역,숙대입구역,강남 여기,숙대 입구역,all_noisy_station_surface,route_search,train
애오개약 에서 마곡에 까지 막차 끊겼나요,애오개역,마곡역,애오개약,마곡에,all_noisy_station_surface,last_train_check,train
성수역이 방향 막차 녹번에 에서 탈 수 있나요,녹번역,성수역,녹번에,성수역이,all_noisy_station_surface,last_train_check,train
지금 홍대 입고 에서 숙대 이꾸역 까지 막차 탈 수 있어,홍대입구역,숙대입구역,홍대 입고,숙대 이꾸역,all_noisy_station_surface,last_train_check,train
신촌 역 에서 학여울 까지 막차 끊겼나요,신촌역,학여울역,신촌 역,학여울,all_noisy_station_surface,last_train_check,train
강남약 에서 숙대 입구 까지 택시 말고 가는 방법 있어,강남역,숙대입구역,강남약,숙대 입구,all_noisy_station_surface,alternative_route,train
을지로 이꾸역 에서 출발해서 서월역 까지 가고 싶어요,을지로입구역,서울역,을지로 이꾸역,서월역,all_noisy_station_surface,route_search,train
이촌 여기 에서 구로력 까지 지하철 운행 중이야,이촌역,구로역,이촌 여기,구로력,all_noisy_station_surface,subway_availability_check,train
종합운동장 에서 종각약 까지 어떻게 가나요,종합운동장역,종각역,종합운동장,종각약,all_noisy_station_surface,route_search,train
구의약 에서 강동 역 까지 가고 싶어요,구의역,강동역,구의약,강동 역,all_noisy_station_surface,route_search,train
사당에 부터 서울역이 까지 대중교통 알려줘,사당역,서울역,사당에,서울역이,all_noisy_station_surface,route_search,train
